,Period,NoOfProperties,postnumer
1517,201509,1,162.0
1518,201509,1,170.0
1520,201509,2,200.0
1521,201509,2,201.0
1522,201509,1,210.0
1523,201509,2,220.0
1524,201509,2,221.0
1525,201509,1,225.0
1527,201509,2,270.0
1528,201509,3,276.0
1532,201509,3,101.0
1533,201509,1,104.0
1534,201509,2,105.0
1535,201509,1,107.0
1536,201509,1,108.0
1537,201509,2,200.0
1538,201509,1,203.0
1539,201509,2,210.0
1542,201509,2,101.0
1543,201509,1,105.0
1546,201509,1,105.0
1547,201509,1,201.0
1548,201509,1,206.0
1549,201509,1,101.0
1550,201509,1,101.0
1552,201509,1,276.0
1553,201509,5,101.0
1554,201509,3,170.0
1555,201509,1,225.0
1556,201509,1,101.0
1557,201509,1,220.0
1558,201509,149,101.0
1559,201509,1,102.0
1560,201509,2,103.0
1561,201509,28,104.0
1562,201509,109,105.0
1563,201509,28,107.0
1564,201509,22,108.0
1565,201509,17,109.0
1566,201509,14,110.0
1567,201509,7,111.0
1568,201509,7,112.0
1569,201509,7,113.0
1570,201509,3,116.0
1571,201509,2,162.0
1572,201509,4,170.0
1573,201509,21,200.0
1574,201509,7,201.0
1575,201509,4,203.0
1576,201509,1,206.0
1577,201509,3,210.0
1578,201509,33,220.0
1579,201509,4,221.0
1580,201509,3,225.0
1586,201509,12,270.0
1587,201509,2,271.0
1588,201509,3,276.0
1595,201509,1,105.0
1596,201509,1,109.0
1597,201509,1,170.0
1598,201509,1,220.0
1599,201509,1,270.0
1600,201509,1,105.0
1601,201509,1,220.0
1602,201509,8,101.0
1603,201509,6,105.0
1604,201509,1,111.0
1605,201510,48,101.0
1606,201510,3,104.0
1607,201510,18,105.0
1608,201510,2,107.0
1609,201510,3,109.0
1610,201510,2,112.0
1611,201510,1,170.0
1613,201510,1,200.0
1614,201510,1,201.0
1615,201510,4,203.0
1616,201510,3,210.0
1617,201510,1,220.0
1619,201510,2,270.0
1620,201510,1,276.0
1623,201510,300,101.0
1624,201510,5,102.0
1625,201510,2,103.0
1626,201510,15,104.0
1627,201510,104,105.0
1628,201510,31,107.0
1629,201510,13,108.0
1630,201510,7,109.0
1631,201510,3,110.0
1632,201510,3,111.0
1633,201510,2,112.0
1634,201510,2,113.0
1635,201510,1,161.0
1636,201510,1,162.0
1637,201510,7,170.0
1639,201510,10,200.0
1640,201510,4,201.0
1641,201510,2,203.0
1642,201510,1,206.0
1643,201510,4,210.0
1644,201510,11,220.0
1645,201510,5,221.0
1646,201510,3,225.0
1649,201510,4,270.0
1650,201510,2,271.0
1651,201510,4,276.0
1657,201510,211,101.0
1658,201510,5,102.0
1659,201510,2,103.0
1660,201510,15,104.0
1661,201510,64,105.0
1662,201510,26,107.0
1663,201510,10,108.0
1664,201510,6,109.0
1665,201510,14,110.0
1666,201510,2,111.0
1667,201510,4,112.0
1668,201510,4,113.0
1669,201510,1,161.0
1670,201510,4,170.0
1671,201510,19,200.0
1672,201510,7,201.0
1673,201510,7,203.0
1674,201510,3,210.0
1675,201510,9,220.0
1676,201510,5,221.0
1677,201510,2,225.0
1680,201510,4,270.0
1681,201510,5,271.0
1682,201510,6,276.0
1689,201510,78,101.0
1690,201510,4,102.0
1691,201510,9,104.0
1692,201510,33,105.0
1693,201510,22,107.0
1694,201510,13,108.0
1695,201510,2,109.0
1696,201510,4,110.0
1697,201510,2,111.0
1698,201510,7,112.0
1699,201510,3,113.0
1700,201510,1,161.0
1701,201510,1,162.0
1702,201510,6,170.0
1705,201510,8,200.0
1706,201510,4,203.0
1707,201510,8,210.0
1708,201510,6,220.0
1709,201510,5,221.0
1710,201510,6,225.0
1713,201510,5,270.0
1714,201510,1,271.0
1715,201510,10,276.0
1722,201510,15,101.0
1723,201510,3,102.0
1724,201510,6,104.0
1725,201510,9,105.0
1726,201510,1,107.0
1727,201510,3,108.0
1728,201510,1,109.0
1729,201510,3,110.0
1730,201510,2,111.0
1731,201510,3,112.0
1732,201510,4,113.0
1733,201510,2,116.0
1734,201510,1,162.0
1735,201510,1,170.0
1737,201510,2,200.0
1738,201510,3,201.0
1739,201510,2,210.0
1740,201510,2,220.0
1741,201510,2,221.0
1742,201510,1,225.0
1744,201510,3,270.0
1745,201510,2,276.0
1749,201510,5,101.0
1750,201510,1,104.0
1751,201510,2,105.0
1752,201510,2,108.0
1753,201510,1,170.0
1754,201510,2,200.0
1755,201510,1,210.0
1757,201510,3,101.0
1758,201510,1,105.0
1761,201510,1,105.0
1762,201510,1,201.0
1763,201510,1,206.0
1764,201510,1,101.0
1765,201510,1,101.0
1767,201510,1,276.0
1768,201510,5,101.0
1769,201510,3,170.0
1770,201510,1,225.0
1771,201510,1,101.0
1772,201510,141,101.0
1773,201510,2,102.0
1774,201510,2,103.0
1775,201510,27,104.0
1776,201510,98,105.0
1777,201510,29,107.0
1778,201510,22,108.0
1779,201510,14,109.0
1780,201510,10,110.0
1781,201510,7,111.0
1782,201510,7,112.0
1783,201510,7,113.0
1784,201510,2,116.0
1785,201510,1,162.0
1786,201510,4,170.0
1787,201510,21,200.0
1788,201510,7,201.0
1789,201510,6,203.0
1790,201510,3,206.0
1791,201510,2,210.0
1792,201510,27,220.0
1793,201510,4,221.0
1794,201510,3,225.0
1800,201510,12,270.0
1801,201510,1,271.0
1802,201510,2,276.0
1808,201510,1,105.0
1809,201510,1,109.0
1810,201510,1,170.0
1811,201510,1,220.0
1812,201510,1,270.0
1813,201510,1,105.0
1814,201510,1,220.0
1815,201510,7,101.0
1816,201510,4,105.0
1817,201510,1,110.0
1818,201510,1,111.0
1819,201510,1,220.0
1820,201511,1,101.0
1821,201511,57,101.0
1822,201511,5,104.0
1823,201511,22,105.0
1824,201511,2,107.0
1825,201511,2,109.0
1826,201511,2,112.0
1827,201511,1,170.0
1829,201511,1,200.0
1830,201511,4,203.0
1831,201511,3,210.0
1832,201511,2,220.0
1834,201511,2,270.0
1835,201511,1,276.0
1837,201511,323,101.0
1838,201511,7,102.0
1839,201511,2,103.0
1840,201511,14,104.0
1841,201511,113,105.0
1842,201511,38,107.0
1843,201511,15,108.0
1844,201511,6,109.0
1845,201511,5,110.0
1846,201511,2,111.0
1847,201511,3,112.0
1848,201511,2,113.0
1849,201511,1,161.0
1850,201511,1,162.0
1851,201511,8,170.0
1853,201511,10,200.0
1854,201511,3,201.0
1855,201511,2,203.0
1856,201511,1,206.0
1857,201511,6,210.0
1858,201511,9,220.0
1859,201511,4,221.0
1860,201511,3,225.0
1863,201511,4,270.0
1864,201511,2,271.0
1865,201511,4,276.0
1872,201511,234,101.0
1873,201511,6,102.0
1874,201511,2,103.0
1875,201511,13,104.0
1876,201511,72,105.0
1877,201511,28,107.0
1878,201511,10,108.0
1879,201511,7,109.0
1880,201511,15,110.0
1881,201511,4,111.0
1882,201511,4,112.0
1883,201511,4,113.0
1884,201511,1,161.0
1885,201511,3,170.0
1886,201511,18,200.0
1887,201511,8,201.0
1888,201511,4,203.0
1889,201511,5,210.0
1890,201511,11,220.0
1891,201511,5,221.0
1892,201511,2,225.0
1895,201511,5,270.0
1896,201511,5,271.0
1897,201511,4,276.0
1903,201511,84,101.0
1904,201511,4,102.0
1905,201511,9,104.0
1906,201511,35,105.0
1907,201511,21,107.0
1908,201511,10,108.0
1909,201511,2,109.0
1910,201511,7,110.0
1911,201511,2,111.0
1912,201511,7,112.0
1913,201511,2,113.0
1914,201511,1,161.0
1915,201511,1,162.0
1916,201511,6,170.0
1919,201511,14,200.0
1920,201511,1,201.0
1921,201511,4,203.0
1922,201511,5,210.0
1923,201511,8,220.0
1924,201511,6,221.0
1925,201511,6,225.0
1928,201511,4,270.0
1929,201511,1,271.0
1930,201511,10,276.0
1937,201511,17,101.0
1938,201511,3,102.0
1939,201511,3,104.0
1940,201511,8,105.0
1941,201511,1,107.0
1942,201511,4,108.0
1943,201511,1,110.0
1944,201511,2,111.0
1945,201511,3,112.0
1946,201511,3,113.0
1947,201511,1,162.0
1948,201511,1,170.0
1950,201511,2,200.0
1951,201511,4,201.0
1952,201511,2,210.0
1953,201511,2,220.0
1954,201511,2,221.0
1955,201511,1,225.0
1957,201511,5,270.0
1958,201511,2,276.0
1963,201511,5,101.0
1964,201511,1,104.0
1965,201511,2,105.0
1966,201511,2,108.0
1967,201511,2,200.0
1968,201511,1,201.0
1969,201511,3,210.0
1972,201511,3,101.0
1973,201511,1,105.0
1974,201511,1,220.0
1977,201511,1,105.0
1978,201511,1,201.0
1979,201511,1,206.0
1980,201511,1,101.0
1982,201511,1,276.0
1983,201511,7,101.0
1984,201511,3,170.0
1985,201511,1,225.0
1986,201511,1,101.0
1987,201511,156,101.0
1988,201511,4,102.0
1989,201511,1,103.0
1990,201511,27,104.0
1991,201511,110,105.0
1992,201511,26,107.0
1993,201511,26,108.0
1994,201511,17,109.0
1995,201511,11,110.0
1996,201511,7,111.0
1997,201511,6,112.0
1998,201511,6,113.0
1999,201511,2,162.0
2000,201511,4,170.0
2001,201511,23,200.0
2002,201511,7,201.0
2003,201511,6,203.0
2004,201511,3,206.0
2005,201511,2,210.0
2006,201511,27,220.0
2007,201511,6,221.0
2008,201511,3,225.0
2012,201511,14,270.0
2013,201511,2,271.0
2014,201511,2,276.0
2021,201511,1,101.0
2022,201511,1,105.0
2023,201511,1,109.0
2024,201511,1,170.0
2025,201511,1,220.0
2026,201511,1,270.0
2027,201511,1,105.0
2028,201511,1,220.0
2029,201511,11,101.0
2030,201511,8,105.0
2031,201511,1,110.0
2032,201511,1,111.0
2033,201511,1,220.0
2034,201512,61,101.0
2035,201512,3,104.0
2036,201512,20,105.0
2037,201512,3,107.0
2038,201512,1,109.0
2039,201512,1,110.0
2040,201512,2,112.0
2041,201512,2,170.0
2043,201512,1,200.0
2044,201512,5,203.0
2045,201512,4,210.0
2046,201512,2,220.0
2048,201512,2,270.0
2049,201512,1,276.0
2051,201512,349,101.0
2052,201512,6,102.0
2053,201512,2,103.0
2054,201512,15,104.0
2055,201512,123,105.0
2056,201512,36,107.0
2057,201512,17,108.0
2058,201512,7,109.0
2059,201512,7,110.0
2060,201512,3,112.0
2061,201512,2,113.0
2062,201512,1,161.0
2063,201512,1,162.0
2064,201512,7,170.0
2066,201512,7,200.0
2067,201512,3,201.0
2068,201512,3,203.0
2069,201512,1,206.0
2070,201512,6,210.0
2071,201512,6,220.0
2072,201512,3,221.0
2073,201512,4,225.0
2076,201512,3,270.0
2077,201512,1,271.0
2078,201512,4,276.0
2083,201512,241,101.0
2084,201512,5,102.0
2085,201512,1,103.0
2086,201512,14,104.0
2087,201512,81,105.0
2088,201512,33,107.0
2089,201512,16,108.0
2090,201512,6,109.0
2091,201512,16,110.0
2092,201512,3,111.0
2093,201512,4,112.0
2094,201512,4,113.0
2095,201512,1,161.0
2096,201512,6,170.0
2097,201512,21,200.0
2098,201512,7,201.0
2099,201512,4,203.0
2100,201512,1,206.0
2101,201512,5,210.0
2102,201512,17,220.0
2103,201512,7,221.0
2104,201512,2,225.0
2107,201512,5,270.0
2108,201512,5,271.0
2109,201512,4,276.0
2116,201512,95,101.0
2117,201512,6,102.0
2118,201512,1,103.0
2119,201512,12,104.0
2120,201512,46,105.0
2121,201512,21,107.0
2122,201512,12,108.0
2123,201512,2,109.0
2124,201512,4,110.0
2125,201512,2,111.0
2126,201512,6,112.0
2127,201512,2,113.0
2128,201512,1,161.0
2129,201512,1,162.0
2130,201512,5,170.0
2133,201512,17,200.0
2134,201512,2,201.0
2135,201512,5,203.0
2136,201512,9,210.0
2137,201512,7,220.0
2138,201512,5,221.0
2139,201512,5,225.0
2142,201512,4,270.0
2143,201512,1,271.0
2144,201512,7,276.0
2150,201512,17,101.0
2151,201512,4,102.0
2152,201512,5,104.0
2153,201512,11,105.0
2154,201512,3,107.0
2155,201512,4,108.0
2156,201512,2,110.0
2157,201512,2,111.0
2158,201512,1,112.0
2159,201512,3,113.0
2160,201512,1,162.0
2161,201512,2,170.0
2163,201512,2,200.0
2164,201512,5,201.0
2165,201512,2,210.0
2166,201512,1,220.0
2167,201512,1,221.0
2168,201512,1,225.0
2171,201512,6,270.0
2172,201512,2,276.0
2176,201512,5,101.0
2177,201512,1,104.0
2178,201512,2,105.0
2179,201512,2,108.0
2180,201512,1,170.0
2181,201512,2,200.0
2182,201512,1,201.0
2183,201512,1,210.0
2185,201512,3,101.0
2186,201512,1,105.0
2187,201512,1,108.0
2188,201512,1,220.0
2190,201512,1,105.0
2191,201512,1,201.0
2192,201512,1,206.0
2193,201512,1,101.0
2194,201512,1,101.0
2196,201512,1,276.0
2197,201512,7,101.0
2198,201512,3,170.0
2199,201512,1,225.0
2200,201512,1,101.0
2201,201512,166,101.0
2202,201512,4,102.0
2203,201512,1,103.0
2204,201512,27,104.0
2205,201512,114,105.0
2206,201512,28,107.0
2207,201512,28,108.0
2208,201512,18,109.0
2209,201512,15,110.0
2210,201512,7,111.0
2211,201512,7,112.0
2212,201512,5,113.0
2213,201512,1,162.0
2214,201512,7,170.0
2215,201512,20,200.0
2216,201512,8,201.0
2217,201512,6,203.0
2218,201512,3,206.0
2219,201512,2,210.0
2220,201512,29,220.0
2221,201512,7,221.0
2222,201512,4,225.0
2226,201512,12,270.0
2227,201512,4,271.0
2228,201512,2,276.0
2234,201512,1,105.0
2235,201512,1,109.0
2236,201512,1,170.0
2237,201512,1,220.0
2238,201512,1,270.0
2239,201512,1,105.0
2240,201512,1,221.0
2241,201512,2,101.0
2242,201512,1,220.0
2243,201512,10,101.0
2244,201512,8,105.0
2245,201512,6,108.0
2246,201512,1,110.0
2247,201512,1,111.0
2248,201512,1,220.0
2249,201601,1,101.0
2250,201601,60,101.0
2251,201601,4,104.0
2252,201601,20,105.0
2253,201601,3,107.0
2254,201601,2,109.0
2255,201601,1,110.0
2256,201601,2,112.0
2257,201601,2,170.0
2259,201601,1,200.0
2260,201601,5,203.0
2261,201601,3,210.0
2262,201601,1,220.0
2264,201601,2,270.0
2265,201601,1,276.0
2268,201601,353,101.0
2269,201601,9,102.0
2270,201601,2,103.0
2271,201601,19,104.0
2272,201601,128,105.0
2273,201601,41,107.0
2274,201601,17,108.0
2275,201601,11,109.0
2276,201601,6,110.0
2277,201601,1,111.0
2278,201601,4,112.0
2279,201601,1,113.0
2280,201601,1,161.0
2281,201601,1,162.0
2282,201601,7,170.0
2284,201601,10,200.0
2285,201601,3,201.0
2286,201601,3,203.0
2287,201601,1,206.0
2288,201601,6,210.0
2289,201601,8,220.0
2290,201601,4,221.0
2291,201601,4,225.0
2294,201601,3,270.0
2295,201601,2,271.0
2296,201601,4,276.0
2302,201601,240,101.0
2303,201601,6,102.0
2304,201601,2,103.0
2305,201601,17,104.0
2306,201601,85,105.0
2307,201601,39,107.0
2308,201601,19,108.0
2309,201601,5,109.0
2310,201601,13,110.0
2311,201601,4,111.0
2312,201601,4,112.0
2313,201601,5,113.0
2314,201601,1,161.0
2315,201601,7,170.0
2316,201601,19,200.0
2317,201601,7,201.0
2318,201601,4,203.0
2319,201601,1,206.0
2320,201601,5,210.0
2321,201601,17,220.0
2322,201601,7,221.0
2323,201601,1,225.0
2326,201601,5,270.0
2327,201601,6,271.0
2328,201601,6,276.0
2335,201601,92,101.0
2336,201601,6,102.0
2337,201601,1,103.0
2338,201601,14,104.0
2339,201601,46,105.0
2340,201601,21,107.0
2341,201601,10,108.0
2342,201601,3,109.0
2343,201601,5,110.0
2344,201601,2,111.0
2345,201601,7,112.0
2346,201601,2,113.0
2347,201601,1,161.0
2348,201601,1,162.0
2349,201601,3,170.0
2352,201601,16,200.0
2353,201601,1,201.0
2354,201601,6,203.0
2355,201601,6,210.0
2356,201601,10,220.0
2357,201601,3,221.0
2358,201601,5,225.0
2361,201601,5,270.0
2362,201601,1,271.0
2363,201601,8,276.0
2371,201601,17,101.0
2372,201601,4,102.0
2373,201601,5,104.0
2374,201601,9,105.0
2375,201601,3,107.0
2376,201601,5,108.0
2377,201601,1,109.0
2378,201601,3,110.0
2379,201601,3,111.0
2380,201601,3,112.0
2381,201601,4,113.0
2382,201601,1,162.0
2383,201601,4,170.0
2385,201601,2,200.0
2386,201601,5,201.0
2387,201601,4,210.0
2388,201601,2,220.0
2389,201601,1,221.0
2390,201601,1,225.0
2393,201601,6,270.0
2394,201601,3,276.0
2398,201601,6,101.0
2399,201601,1,104.0
2400,201601,1,105.0
2401,201601,4,108.0
2402,201601,1,170.0
2403,201601,2,200.0
2404,201601,1,201.0
2405,201601,1,210.0
2408,201601,2,101.0
2409,201601,1,105.0
2410,201601,1,108.0
2411,201601,1,109.0
2412,201601,1,220.0
2414,201601,1,105.0
2415,201601,1,201.0
2416,201601,1,206.0
2417,201601,1,101.0
2418,201601,2,101.0
2420,201601,1,276.0
2421,201601,8,101.0
2422,201601,3,170.0
2423,201601,1,225.0
2424,201601,1,101.0
2425,201601,169,101.0
2426,201601,4,102.0
2427,201601,1,103.0
2428,201601,30,104.0
2429,201601,122,105.0
2430,201601,28,107.0
2431,201601,33,108.0
2432,201601,22,109.0
2433,201601,16,110.0
2434,201601,9,111.0
2435,201601,7,112.0
2436,201601,5,113.0
2437,201601,1,162.0
2438,201601,7,170.0
2439,201601,24,200.0
2440,201601,8,201.0
2441,201601,6,203.0
2442,201601,3,206.0
2443,201601,2,210.0
2444,201601,35,220.0
2445,201601,8,221.0
2446,201601,5,225.0
2450,201601,8,270.0
2451,201601,7,271.0
2452,201601,3,276.0
2459,201601,1,101.0
2460,201601,1,105.0
2461,201601,1,109.0
2462,201601,1,170.0
2463,201601,1,220.0
2464,201601,1,105.0
2465,201601,1,221.0
2467,201601,2,101.0
2468,201601,1,220.0
2469,201601,56,101.0
2470,201601,2,105.0
2471,201601,6,108.0
2472,201601,1,110.0
2473,201601,1,111.0
2474,201601,1,220.0
2476,201602,1,101.0
2477,201602,1,104.0
2478,201602,54,101.0
2479,201602,5,104.0
2480,201602,19,105.0
2481,201602,2,107.0
2482,201602,2,109.0
2483,201602,2,110.0
2484,201602,2,112.0
2485,201602,4,170.0
2487,201602,4,203.0
2488,201602,3,210.0
2489,201602,2,220.0
2491,201602,2,270.0
2492,201602,1,276.0
2496,201602,344,101.0
2497,201602,10,102.0
2498,201602,2,103.0
2499,201602,14,104.0
2500,201602,118,105.0
2501,201602,36,107.0
2502,201602,14,108.0
2503,201602,11,109.0
2504,201602,5,110.0
2505,201602,1,111.0
2506,201602,4,112.0
2507,201602,1,113.0
2508,201602,1,161.0
2509,201602,1,162.0
2510,201602,5,170.0
2512,201602,8,200.0
2513,201602,2,201.0
2514,201602,3,203.0
2515,201602,1,206.0
2516,201602,5,210.0
2517,201602,11,220.0
2518,201602,3,221.0
2519,201602,3,225.0
2522,201602,3,270.0
2523,201602,3,271.0
2524,201602,2,276.0
2533,201602,240,101.0
2534,201602,6,102.0
2535,201602,2,103.0
2536,201602,16,104.0
2537,201602,70,105.0
2538,201602,35,107.0
2539,201602,17,108.0
2540,201602,4,109.0
2541,201602,11,110.0
2542,201602,4,111.0
2543,201602,7,112.0
2544,201602,4,113.0
2545,201602,1,116.0
2546,201602,1,161.0
2547,201602,7,170.0
2548,201602,16,200.0
2549,201602,5,201.0
2550,201602,6,203.0
2551,201602,1,206.0
2552,201602,5,210.0
2553,201602,21,220.0
2554,201602,8,221.0
2555,201602,2,225.0
2558,201602,5,270.0
2559,201602,6,271.0
2560,201602,4,276.0
2567,201602,86,101.0
2568,201602,5,102.0
2569,201602,1,103.0
2570,201602,11,104.0
2571,201602,39,105.0
2572,201602,19,107.0
2573,201602,9,108.0
2574,201602,3,109.0
2575,201602,4,110.0
2576,201602,1,111.0
2577,201602,8,112.0
2578,201602,1,113.0
2579,201602,1,116.0
2580,201602,1,161.0
2581,201602,1,162.0
2582,201602,3,170.0
2585,201602,11,200.0
2586,201602,3,201.0
2587,201602,6,203.0
2588,201602,6,210.0
2589,201602,8,220.0
2590,201602,3,221.0
2591,201602,4,225.0
2593,201602,3,270.0
2594,201602,1,271.0
2595,201602,7,276.0
2606,201602,17,101.0
2607,201602,3,102.0
2608,201602,3,104.0
2609,201602,11,105.0
2610,201602,1,107.0
2611,201602,5,108.0
2612,201602,1,109.0
2613,201602,3,110.0
2614,201602,3,111.0
2615,201602,3,112.0
2616,201602,5,113.0
2617,201602,1,162.0
2618,201602,1,170.0
2620,201602,1,200.0
2621,201602,5,201.0
2622,201602,3,210.0
2623,201602,3,220.0
2624,201602,2,225.0
2627,201602,3,270.0
2628,201602,4,276.0
2634,201602,6,101.0
2635,201602,1,104.0
2636,201602,1,105.0
2637,201602,3,108.0
2638,201602,1,170.0
2639,201602,2,200.0
2640,201602,1,203.0
2641,201602,1,210.0
2642,201602,1,220.0
2645,201602,2,101.0
2646,201602,1,105.0
2647,201602,1,107.0
2648,201602,1,109.0
2649,201602,2,220.0
2650,201602,1,221.0
2652,201602,1,105.0
2653,201602,1,201.0
2654,201602,1,206.0
2655,201602,1,101.0
2656,201602,1,101.0
2658,201602,1,276.0
2659,201602,12,101.0
2660,201602,3,170.0
2661,201602,1,225.0
2663,201602,1,101.0
2664,201602,171,101.0
2665,201602,3,102.0
2666,201602,1,103.0
2667,201602,28,104.0
2668,201602,113,105.0
2669,201602,28,107.0
2670,201602,31,108.0
2671,201602,20,109.0
2672,201602,11,110.0
2673,201602,9,111.0
2674,201602,6,112.0
2675,201602,4,113.0
2676,201602,1,162.0
2677,201602,7,170.0
2678,201602,26,200.0
2679,201602,8,201.0
2680,201602,8,203.0
2681,201602,3,206.0
2682,201602,2,210.0
2683,201602,36,220.0
2684,201602,6,221.0
2685,201602,4,225.0
2688,201602,8,270.0
2689,201602,8,271.0
2690,201602,2,276.0
2700,201602,1,101.0
2701,201602,1,105.0
2702,201602,1,109.0
2703,201602,1,170.0
2704,201602,1,220.0
2706,201602,2,101.0
2707,201602,1,220.0
2708,201602,53,101.0
2709,201602,2,105.0
2710,201602,1,111.0
2711,201602,1,220.0
2713,201603,60,101.0
2714,201603,2,102.0
2715,201603,4,104.0
2716,201603,19,105.0
2717,201603,3,107.0
2718,201603,2,108.0
2719,201603,2,109.0
2720,201603,3,110.0
2721,201603,3,112.0
2722,201603,3,170.0
2724,201603,4,203.0
2725,201603,2,210.0
2726,201603,2,220.0
2728,201603,1,270.0
2729,201603,1,276.0
2733,201603,369,101.0
2734,201603,9,102.0
2735,201603,1,103.0
2736,201603,16,104.0
2737,201603,141,105.0
2738,201603,42,107.0
2739,201603,13,108.0
2740,201603,10,109.0
2741,201603,5,110.0
2742,201603,2,111.0
2743,201603,3,112.0
2744,201603,1,113.0
2745,201603,1,161.0
2746,201603,1,162.0
2747,201603,5,170.0
2749,201603,15,200.0
2750,201603,2,201.0
2751,201603,3,203.0
2752,201603,1,206.0
2753,201603,5,210.0
2754,201603,7,220.0
2755,201603,3,221.0
2756,201603,1,225.0
2759,201603,3,270.0
2760,201603,2,271.0
2761,201603,3,276.0
2776,201603,269,101.0
2777,201603,5,102.0
2778,201603,2,103.0
2779,201603,18,104.0
2780,201603,87,105.0
2781,201603,47,107.0
2782,201603,21,108.0
2783,201603,3,109.0
2784,201603,9,110.0
2785,201603,5,111.0
2786,201603,10,112.0
2787,201603,4,113.0
2788,201603,1,161.0
2789,201603,1,162.0
2790,201603,8,170.0
2791,201603,16,200.0
2792,201603,5,201.0
2793,201603,5,203.0
2794,201603,2,206.0
2795,201603,6,210.0
2796,201603,17,220.0
2797,201603,7,221.0
2798,201603,3,225.0
2801,201603,4,270.0
2802,201603,6,271.0
2803,201603,4,276.0
2813,201603,100,101.0
2814,201603,4,102.0
2815,201603,1,103.0
2816,201603,14,104.0
2817,201603,48,105.0
2818,201603,22,107.0
2819,201603,11,108.0
2820,201603,3,109.0
2821,201603,5,110.0
2822,201603,1,111.0
2823,201603,10,112.0
2824,201603,2,113.0
2825,201603,1,161.0
2826,201603,1,162.0
2827,201603,4,170.0
2830,201603,12,200.0
2831,201603,3,201.0
2832,201603,4,203.0
2833,201603,6,210.0
2834,201603,8,220.0
2835,201603,3,221.0
2836,201603,3,225.0
2838,201603,4,270.0
2839,201603,2,271.0
2840,201603,9,276.0
2854,201603,18,101.0
2855,201603,3,102.0
2856,201603,6,104.0
2857,201603,14,105.0
2858,201603,2,107.0
2859,201603,5,108.0
2860,201603,2,109.0
2861,201603,3,110.0
2862,201603,3,111.0
2863,201603,4,112.0
2864,201603,5,113.0
2865,201603,1,162.0
2866,201603,5,170.0
2868,201603,1,200.0
2869,201603,4,201.0
2870,201603,5,210.0
2871,201603,3,220.0
2872,201603,2,225.0
2874,201603,4,270.0
2875,201603,5,276.0
